Player Name	Position Name	Max. Goals in Max S% Year	Max. S%
Tony McKegney	Left Wing	36	20
Bob Crawford	Right Wing	36	20.1
Loui Eriksson	Left Wing	36	20.2
Pete Mahovlich	Center	36	20.2
Bob Berry	Left Wing	36	20.5
Dave Balon	Left Wing	36	20.5
Marian Stastny	Right Wing	36	21.3
Rod Gilbert*	Right Wing	36	21.4
Jim Pappin	Right Wing	36	22.8
Mike Bullard	Center	36	24.8
Mikko Makela	Right Wing	36	25.4
Jeff Skinner	Left Wing	37	13.2
Tyler Seguin	Center	37	13.2
John MacLean	Left Wing	37	13.4
Sergei Berezin	Right Wing	37	14.1
Tony Granato	Right Wing	37	15
Scott Hartnell	Right Wing	37	15.9
Alexander Semak	Center	37	17.1
Real Cloutier	Right Wing	37	17.3
Denis Savard*	Center	37	17.6
Dennis Ververgaert	Right Wing	37	17.9
Chris Drury	Center	37	18.6
John Anderson	Left Wing	37	19.3
Joe Thornton	Center	37	20.4
Mike Corrigan	Right Wing	37	20.6
Petr Klima	Left Wing	37	21.3
Jorgen Pettersson	Left Wing	37	21.5
Mark Pavelich	Center	37	24
Zach Parise	Center	38	11
Dave Keon*	Center	38	13.7
Guy Charron	Center	38	14.6
Glenn Anderson*	Left Wing	38	14.9
Patrick Marleau	Left Wing	38	15.1
Vincent Damphousse	Left Wing	38	15.4
Alexander Semin	Left Wing	38	15.6
Joe Mullen*	Left Wing	38	16.5
Valeri Kamensky	Left Wing	38	17.3
Stan Smyl	Right Wing	38	17.7
Don Lever	Center	38	17.8
Rick MacLeish	Left Wing	38	17.8
Martin St. Louis	Right Wing	38	17.9
Walt Poddubny	Center	38	18.8
Walt Poddubny	Right Wing	38	19.3
Mikael Renberg	Right Wing	38	19.5
Petri Skriko	Left Wing	38	19.8
Paul Henderson	Left Wing	38	19.9
Gerard Gallant	Left Wing	38	19.9
Mike Modano*	Center	38	20.2
Ryan Walter	Left Wing	38	20.8
Dave Andreychuk	Center	38	21.3
Anton Stastny	Right Wing	38	21.6
Willi Plett	Right Wing	38	23.9
Petr Nedved	Center	38	25.5
Doug Wilson	Defender	39	12
Sergei Fedorov*	Right Wing	39	12.7
Max Pacioretty	Left Wing	39	14.4
Vladimir Ruzicka	Left Wing	39	17.1
Grant Mulvey	Right Wing	39	17.1
Brad Marchand	Left Wing	39	17.3
Tony Granato	Left Wing	39	17.5
Ilkka Sinisalo	Left Wing	39	20.9
Daniel Marois	Right Wing	39	21.3
Anton Stastny	Left Wing	39	22
Steve Yzerman*	Center	39	22
Marc Tardif	Center	39	23.5
Jason Blake	Left Wing	40	13.1
Auston Matthews	Center	40	14.3
Alexei Yashin	Center	40	15.2
René Robert	Right Wing	40	15.2
Nikita Kucherov	Right Wing	40	16.3
Robert Reichel	Center	40	16.8
Dennis Hull	Left Wing	40	17.5
Mark Recchi	Center	40	18.4
Daniel Alfredsson	Right Wing	40	18.4
Thomas Vanek	Left Wing	40	19
Petr Klima	Right Wing	40	19.6
Ron Duguay	Right Wing	40	19.8
Pierre Turgeon	Center	40	20.7
Derek King	Left Wing	40	21.2
Mark Napier	Left Wing	40	21.5
John Bucyk*	Left Wing	40	23.8
Paul MacLean	Right Wing	40	25.3
Warren Young	Left Wing	40	30.8
Daniel Sedin	Left Wing	41	15.4
Bill Barber*	Left Wing	41	15.6
Ryan Kesler	Center	41	15.8
Dany Heatley	Right Wing	41	16.3
Jamie Benn	Left Wing	41	16.6
Steve Larmer	Left Wing	41	16.7
Jeff O'Neill	Right Wing	41	16.9
Joe Pavelski	Center	41	18.2
Dany Heatley	Left Wing	41	18.3
Eric Lindros*	Center	41	22.8
Brian Sutter	Left Wing	41	23.2
Dave Taylor	Right Wing	41	23.4
John MacLean	Right Wing	42	15.8
Geoff Courtnall	Left Wing	42	17.6
Garry Unger	Center	42	17.9
Steve Payne	Left Wing	42	18
Phil Esposito*	Center	42	19.5
Brian Bradley	Center	42	20.5
Mats Naslund	Left Wing	42	23.5
Al MacAdam	Left Wing	42	24.7
Bobby Smith	Center	43	16.5
Brian Propp	Left Wing	43	16.7
Darryl Sittler*	Center	43	18.6
Scott Bjugstad	Left Wing	43	19.8
Chuck Lefley	Left Wing	43	20.8
Brad Boyes	Right Wing	43	20.8
Mike Krushelnyski	Left Wing	43	23
Craig Simpson	Right Wing	43	36.4
Jacques Lemaire*	Center	44	15
Mike Rogers	Center	44	19.2
Pat Verbeek	Left Wing	44	20.1
Peter Bondra	Left Wing	45	14.8
Eric Staal	Center	45	16.1
Sylvain Turgeon	Left Wing	45	18.1
Marian Hossa	Right Wing	45	19.7
Tomas Sandstrom	Right Wing	45	20.4
Mark Messier*	Center	45	21.3
Petr Nedved	Left Wing	45	22.1
Troy Murray	Center	45	22.8
Bobby Orr*	Defender	46	12
Geoff Sanderson	Left Wing	46	17
Blair MacDonald	Right Wing	46	17.3
Steve Larmer	Right Wing	46	22.3
Peter Stastny*	Center	46	24.3
Jean Ratelle*	Center	46	25.1
Pat Verbeek	Right Wing	46	25.7
Evgeni Malkin	Center	47	17.3
Jaromir Jagr	Right Wing	47	20.1
Steve Shutt*	Left Wing	47	21
Mats Sundin*	Center	47	21.9
Yvan Cournoyer*	Right Wing	47	22.6
Bryan Trottier*	Center	47	25.1
Paul Coffey*	Defender	48	15.6
Brian Gionta	Right Wing	48	16.5
Joe Sakic*	Center	48	19.6
Rick MacLeish	Center	49	19.4
Mario Lemieux*	Left Wing	50	15.3
Corey Perry	Right Wing	50	17.2
Ken Hodge	Right Wing	50	19.9
Keith Tkachuk	Left Wing	50	20.1
Milan Hejduk	Right Wing	50	20.5
Danny Grant	Left Wing	50	20.7
Vic Hadfield	Left Wing	50	20.7
Mark Messier*	Left Wing	50	21.3
Pierre Larouche	Center	50	22.7
Hakan Loob	Right Wing	50	25.3
Mickey Redmond	Right Wing	51	17.2
Stephane Richer	Right Wing	51	19
Gary Leeman	Right Wing	51	19.9
Theoren Fleury	Right Wing	51	20.5
Brendan Shanahan*	Left Wing	51	22
Rick Middleton	Right Wing	51	25.2
Adam Graves	Left Wing	52	17.9
Ilya Kovalchuk	Left Wing	52	18.4
Blaine Stoughton	Left Wing	52	19.5
Jacques Richard	Right Wing	52	19.9
Luc Robitaille*	Left Wing	52	24.8
Dale Hawerchuk*	Center	53	18.9
Bob Carpenter	Center	53	20.4
Guy Lafleur*	Right Wing	53	20.4
Jeremy Roenick	Center	53	22.6
Gary Roberts	Left Wing	53	27
Glenn Anderson*	Right Wing	54	22.2
Al Secord	Left Wing	54	22.6
Brian Bellows	Left Wing	55	18.3
Rick Kehoe	Right Wing	55	18.4
Sergei Fedorov*	Center	56	16.6
Jonathan Cheechoo	Right Wing	56	17.7
Danny Gare	Right Wing	56	20.7
Blaine Stoughton	Right Wing	56	23.9
Charlie Simmer	Left Wing	56	32.7
Marcel Dionne*	Center	58	17
Dennis Maruk	Center	60	22.4
Reggie Leach	Right Wing	61	18.2
Alex Ovechkin	Left Wing	65	14.6
Lanny McDonald*	Right Wing	66	24.3
Jari Kurri*	Right Wing	68	28.8
Mike Bossy*	Right Wing	69	24.7
Alexander Mogilny	Right Wing	76	21.1
Mario Lemieux*	Center	85	27.2
Brett Hull*	Right Wing	86	22.1
Wayne Gretzky*	Center	87	26.9
