Player Name	Position Name	Max. Goals in Max S% Year	Max. S%
Mike Peluso	Left Wing	6	20.7
Robbie Earl	Left Wing	6	20.7
Wally Schreiber	Right Wing	6	20.7
Blair Chapman	Right Wing	6	21.4
Denis Shvidki	Right Wing	6	21.4
Matt Moulson	Left Wing	6	21.4
Ralph Stewart	Center	6	21.4
Todd Krygier	Left Wing	6	21.4
Keith Primeau	Center	6	22.2
Brian Bellows	Right Wing	6	23.1
Norm Gratton	Left Wing	6	23.1
Brad Jones	Left Wing	6	24
John Ogrodnick	Left Wing	6	24
Randy Pierce	Right Wing	6	24
Steve Downie	Right Wing	6	24
Blake Geoffrion	Left Wing	6	25
Brenden Morrow	Left Wing	6	25
Mark Hunter	Right Wing	6	25
Antti Laaksonen	Left Wing	6	26.1
Glen Sather*	Left Wing	6	26.1
Marcus Foligno	Left Wing	6	26.1
Zack Stortini	Right Wing	6	26.1
Jocelyn Lemieux	Right Wing	6	27.3
Andrei Kovalenko	Right Wing	6	28.6
Willy Lindstrom	Right Wing	6	28.6
Butch Goring	Center	6	30
Ron Wilson	Center	6	30
Floyd Smith	Right Wing	6	31.6
Tyler Randell	Right Wing	6	33.3
Jon Morris	Center	6	35.3
Alex Chiasson	Right Wing	6	46.2
Michael Matheson	Defender	7	3.9
Tommy Sjodin	Defender	7	4
Dale Rolfe	Defender	7	4.4
Lars-Erik Sjoberg	Defender	7	4.8
Dave Burrows	Defender	7	5.6
Eric Gelinas	Defender	7	5.6
Ed Van Impe	Defender	7	5.9
Andre Benoit	Defender	7	6.2
Ted Green	Defender	7	6.2
Steve Konroyd	Defender	7	6.3
Craig Adams	Left Wing	7	6.4
Brandon Bollig	Left Wing	7	6.4
Frantisek Kaberle	Defender	7	6.7
Per Gustafsson	Defender	7	6.7
Rod Seiling	Defender	7	6.7
Alexander Kharitonov	Right Wing	7	6.8
Antti Aalto	Center	7	6.9
Pierre-Edouard Bellemare	Left Wing	7	6.9
David Saunders	Left Wing	7	7
Matt Niskanen	Defender	7	7.1
Terry Ball	Defender	7	7.1
Alan Kerr	Left Wing	7	7.2
Jake Virtanen	Right Wing	7	7.4
Tom Wandell	Center	7	7.4
Tom Wilson	Right Wing	7	7.4
Drake Caggiula	Left Wing	7	7.5
Nikita Nikitin	Defender	7	7.5
Doug Gilmour*	Left Wing	7	7.7
Claire Alexander	Defender	7	7.8
Doug Smail	Right Wing	7	7.9
Tim Schaller	Center	7	7.9
Wade Campbell	Defender	7	7.9
Mike Bloom	Right Wing	7	8
Stephane Veilleux	Center	7	8
Bob Hoffmeyer	Defender	7	8
Jacques Laperriere*	Defender	7	8
Nick Beverley	Defender	7	8
Jakob Chychrun	Defender	7	8.1
Mattias Ekholm	Defender	7	8.1
Scott Laughton	Center	7	8.2
Jason Smith	Defender	7	8.3
Ken McRae	Right Wing	7	8.4
Alexander Svitov	Center	7	8.4
James Wisniewski	Defender	7	8.5
Radoslav Suchy	Defender	7	8.5
Kent Manderville	Left Wing	7	8.6
Jim McElmury	Defender	7	8.6
Eric Nickulas	Left Wing	7	8.8
Andrei Zyuzin	Defender	7	8.8
Garry Peters	Center	7	8.9
Jake Gardiner	Defender	7	8.9
Eddie Shack	Right Wing	7	9
Bryan Maxwell	Defender	7	9
Emerson Etem	Right Wing	7	9.1
Jake Muzzin	Defender	7	9.1
Mike Walton	Right Wing	7	9.3
Brad Stuart	Defender	7	9.5
Andrei Nikolishin	Left Wing	7	9.6
Craig Wolanin	Defender	7	9.6
Matt Ellis	Left Wing	7	9.6
Brendan Shanahan*	Right Wing	7	9.7
Jamal Mayers	Right Wing	7	9.7
Mike Danton	Left Wing	7	9.7
Borje Salming*	Defender	7	9.9
Joe Cirella	Defender	7	9.9
Ulf Isaksson	Left Wing	7	9.9
Bob Dillabough	Center	7	10
Barry Beck	Defender	7	10
John Slaney	Defender	7	10
Glen Cochrane	Defender	7	10.1
Randy Boyd	Defender	7	10.1
Tom Kurvers	Defender	7	10.1
Antti Tormanen	Right Wing	7	10.3
Benn Ferriero	Center	7	10.3
Marek Malik	Defender	7	10.3
Phillip Di Giuseppe	Left Wing	7	10.3
Sergei Nemchinov	Left Wing	7	10.4
Sean Pronger	Right Wing	7	10.4
Chris Thorburn	Right Wing	7	10.4
Andrej Meszaros	Defender	7	10.4
Kevin Shattenkirk	Defender	7	10.4
Larry Pleau	Center	7	10.4
Brian Willsie	Right Wing	7	10.6
Andrej Nestrasil	Center	7	10.6
Doug Berry	Center	7	10.6
Jared Boll	Right Wing	7	10.6
Dave Roche	Left Wing	7	10.8
Don Blackburn	Left Wing	7	10.8
Bruce Gardiner	Center	7	10.9
Colin Campbell	Defender	7	10.9
Mika Alatalo	Left Wing	7	10.9
Ryan Carter	Left Wing	7	11.3
Jim Moxey	Right Wing	7	11.3
Kent Douglas	Defender	7	11.3
Maxim Sushinsky	Right Wing	7	11.3
Scott Lachance	Defender	7	11.3
Billy Harris	Center	7	11.5
Matthew Nieto	Left Wing	7	11.5
Bruce Gardiner	Left Wing	7	11.7
Adam Graves	Center	7	11.7
Paul Mulvey	Left Wing	7	11.7
Tomas Jelinek	Right Wing	7	11.7
Dale Kushner	Right Wing	7	11.9
Josh Langfeld	Right Wing	7	11.9
Nate Thompson	Center	7	12.1
Gary Holt	Left Wing	7	12.3
Jordan Caron	Right Wing	7	12.3
Lukas Sedlak	Left Wing	7	12.3
Ric Nattress	Defender	7	12.3
Colin Greening	Left Wing	7	12.5
Ed Courtenay	Center	7	12.5
Jiri Sekac	Left Wing	7	12.5
Joe Corvo	Defender	7	12.5
Kyle Clifford	Left Wing	7	12.5
Ric Jackman	Defender	7	12.5
Ryan Potulny	Center	7	12.5
Stacy Roest	Center	7	12.5
Andrei Nazarov	Right Wing	7	12.7
Jeff Tambellini	Left Wing	7	12.7
Mike Glumac	Center	7	12.7
Murray Brumwell	Defender	7	12.7
Daniel Lacroix	Center	7	13
Andrew Copp	Center	7	13
Craig Hartsburg	Defender	7	13
Greg de Vries	Defender	7	13.2
Marek Zidlicky	Defender	7	13.2
Greg Johnson	Right Wing	7	13.5
Iiro Jarvi	Left Wing	7	13.5
Andy Hilbert	Center	7	13.7
Bob Dillabough	Left Wing	7	13.7
Gino Cavallini	Left Wing	7	13.7
Robert Petrovicky	Left Wing	7	14
George Konik	Defender	7	14
Jerry Holland	Left Wing	7	14
Marc Bergevin	Defender	7	14
Brad Chartrand	Center	7	14.3
Mark Giordano	Defender	7	14.3
Brad Larsen	Left Wing	7	14.6
Denis Chasse	Right Wing	7	14.6
Dwight King	Left Wing	7	14.6
Tyler Graovac	Center	7	14.6
Brent Hughes	Right Wing	7	14.9
Darryl Maggs	Defender	7	14.9
Mike Antonovich	Center	7	14.9
Steve Cardwell	Left Wing	7	14.9
Mark Taylor	Center	7	15.2
Antoine Roussel	Center	7	15.2
Marian Stastny	Left Wing	7	15.6
Mark Cullen	Center	7	15.6
Paul Andrea	Right Wing	7	15.6
Sheldon Kennedy	Right Wing	7	15.9
Cam Connor	Right Wing	7	15.9
Emerson Etem	Left Wing	7	15.9
Richard Park	Center	7	15.9
Jim Harrison	Center	7	16.3
Ryan White	Center	7	16.3
Sean Pronger	Center	7	16.3
Vincent Damphousse	Center	7	16.3
David Maley	Left Wing	7	16.7
Mark Pederson	Left Wing	7	16.7
Matt Frattin	Right Wing	7	16.7
Joe Kocur	Right Wing	7	17.1
Lew Morrison	Right Wing	7	17.1
Manny Malhotra	Center	7	17.1
Jan Erixon	Right Wing	7	17.5
Joe Sacco	Left Wing	7	17.5
Petteri Nokelainen	Center	7	17.5
Tim Sweeney	Left Wing	7	17.5
Aaron Gavey	Center	7	17.9
Frank Mahovlich*	Left Wing	7	17.9
Gino Odjick	Left Wing	7	17.9
Stefan Ustorf	Right Wing	7	17.9
Carl Mokosak	Left Wing	7	18.4
Pat Conacher	Left Wing	7	18.4
Colin Patterson	Left Wing	7	18.9
Jean Savard	Center	7	18.9
Tony Amonte	Right Wing	7	18.9
Hank Nowak	Left Wing	7	19.4
Jacques Cossette	Right Wing	7	20
Dmitri Nabokov	Center	7	20.6
John Flesch	Left Wing	7	20.6
Alfie Turcotte	Center	7	21.2
Antoine Vermette	Center	7	21.2
Doug Risebrough	Center	7	21.2
Lee Norwood	Defender	7	21.2
Daniel Marois	Left Wing	7	21.9
Dan Quinn	Right Wing	7	22.6
Teemu Selanne	Right Wing	7	22.6
Bob Joyce	Left Wing	7	23.3
David Oliver	Right Wing	7	23.3
Doug Morrison	Right Wing	7	23.3
Jaroslav Svejkovsky	Left Wing	7	23.3
Wendel Clark	Left Wing	7	23.3
Darren Langdon	Left Wing	7	24.1
Owen Nolan	Right Wing	7	24.1
Paul Henderson	Right Wing	7	24.1
Glenn Goldup	Right Wing	7	25
Yanic Perreault	Center	7	25
Eric Nystrom	Left Wing	7	25.9
Colin Wilson	Center	7	26.9
Kelly Kisio	Center	7	26.9
Chris Valentine	Center	7	29.2
Jack Carlson	Left Wing	7	29.2
Wilf Paiement	Right Wing	7	29.2
Bill Sutherland	Left Wing	7	30.4
Mel Bridgman	Center	7	31.8
Robert Logan	Right Wing	7	31.8
Derek Sanderson	Center	7	33.3
Josef Marha	Left Wing	7	33.3
Matt Johnson	Left Wing	7	33.3
Peter Zezel	Center	7	33.3
Darin Kimble	Right Wing	7	35
Paul Gardner	Center	7	35
Steve McCarthy	Defender	7	35
Craig Janney	Center	7	53.8
Jussi Jokinen	Left Wing	7	53.8
J.T. Brown	Right Wing	8	5.7
Jim Dorey	Defender	8	6
Jed Ortmeyer	Right Wing	8	6.1
Barry Gibbs	Defender	8	6.4
John Carlson	Defender	8	6.5
Jonas Hoglund	Right Wing	8	6.6
Rasmus Ristolainen	Defender	8	6.6
Patrick Rissmiller	Left Wing	8	6.7
Rick Green	Defender	8	6.7
Toby Petersen	Right Wing	8	6.9
Dallas Smith	Defender	8	7.2
Terry Harper	Defender	8	7.2
Mike Craig	Left Wing	8	7.4
Miles Wood	Left Wing	8	7.6
Uli Hiemer	Defender	8	8
Kamil Kreps	Center	8	8.1
Christoph Schubert	Defender	8	8.2
Brandon Pirri	Right Wing	8	8.3
Andrew Desjardins	Left Wing	8	8.3
Marcus Ragnarsson	Defender	8	8.5
Matt Irwin	Defender	8	8.6
Tom Preissing	Defender	8	8.6
Dmitry Orlov	Defender	8	8.9
Jaroslav Hlinka	Left Wing	8	8.9
Keith Ballard	Defender	8	8.9
Jamie Macoun	Defender	8	9
Dave Gagner	Right Wing	8	9.2
Hnat Domenichelli	Right Wing	8	9.2
Ed Jovanovski	Defender	8	9.2
Mattias Tedenby	Left Wing	8	9.2
Ryan Suter	Defender	8	9.2
Scott Niedermayer*	Defender	8	9.2
Mathew Dumba	Defender	8	9.3
Slava Voynov	Defender	8	9.3
Igor Korolev	Left Wing	8	9.4
Rick Lapointe	Defender	8	9.5
Dmitri Kalinin	Defender	8	9.6
Pavel Zacha	Center	8	9.6
Chris Phillips	Defender	8	9.8
Greg Joly	Defender	8	9.9
David Steckel	Center	8	10.1
Joakim Andersson	Center	8	10.3
Marc Staal	Defender	8	10.3
Taylor Beck	Left Wing	8	10.3
Norm Dube	Left Wing	8	10.4
Tomas Jurco	Right Wing	8	10.4
Ken Klee	Right Wing	8	10.5
Mike Watt	Left Wing	8	10.7
Steve Christoff	Right Wing	8	10.8
Mark Kumpel	Left Wing	8	10.8
Eric Fehr	Center	8	10.8
Brent Meeke	Left Wing	8	10.8
Jonas Brodin	Defender	8	10.8
Reid Boucher	Left Wing	8	10.8
Ryan Spooner	Center	8	11
Todd Bertuzzi	Center	8	11.1
Doug Weight	Left Wing	8	11.1
Mike Sullivan	Center	8	11.1
Dan Bylsma	Right Wing	8	11.1
Danny DeKeyser	Defender	8	11.1
James Black	Left Wing	8	11.3
Dainius Zubrus	Left Wing	8	11.3
Lynn Powis	Center	8	11.3
Viktor Tikhonov	Right Wing	8	11.3
John Paul Kelly	Center	8	11.4
Blair Atcheynum	Right Wing	8	11.4
Kevin Labanc	Right Wing	8	11.4
Sergey Kalinin	Center	8	11.4
Colton Sceviour	Right Wing	8	11.6
Mike Tomlak	Center	8	11.6
Vladimir Sobotka	Center	8	11.6
Paul Gillis	Left Wing	8	11.8
Jeff Taffe	Right Wing	8	11.9
Blake Comeau	Left Wing	8	11.9
Karl Dykhuis	Defender	8	12.1
Warren Holmes	Center	8	12.1
Brent Seabrook	Defender	8	12.3
Cliff Schmautz	Right Wing	8	12.3
Forbes Kennedy	Center	8	12.5
Chris Kontos	Center	8	12.7
Rob Valicevic	Left Wing	8	12.9
Gene Carr	Left Wing	8	13.1
Mike McDougal	Right Wing	8	13.1
Earl Ingarfield	Left Wing	8	13.3
Bill Thomas	Right Wing	8	13.3
Carlo Colaiacovo	Defender	8	13.3
Danny Gruen	Left Wing	8	13.3
Evgeni Dadonov	Right Wing	8	13.3
Tom Pyatt	Center	8	13.3
Ladislav Nagy	Right Wing	8	13.6
Dave Chyzowski	Left Wing	8	13.6
Mike Craig	Right Wing	8	13.6
Jeff Beukeboom	Defender	8	13.8
Mike Polich	Left Wing	8	13.8
Shawn Horcoff	Left Wing	8	14
Dean Hopkins	Right Wing	8	14
Mark Tinordi	Defender	8	14
Rene Leclerc	Right Wing	8	14.3
Denis Hamel	Center	8	14.5
Donald Brashear	Left Wing	8	14.5
Kyle Brodziak	Center	8	14.5
Pavel Buchnevich	Right Wing	8	14.5
Magnus Arvedson	Center	8	14.8
Bernie Johnston	Center	8	14.8
Chris Dingman	Left Wing	8	14.8
Tyler Pitlick	Right Wing	8	14.8
Jeff Cowan	Right Wing	8	15.1
Blair Stewart	Left Wing	8	15.1
Alexandre Daigle	Right Wing	8	15.4
Mark Kumpel	Right Wing	8	15.4
Pierre Jarry	Left Wing	8	15.4
Shawn Matthias	Left Wing	8	15.7
Derian Hatcher	Defender	8	15.7
Ilja Byakin	Defender	8	15.7
Magnus Paajarvi	Left Wing	8	15.7
Paul Evans	Center	8	15.7
Rob DiMaio	Left Wing	8	15.7
Charlie Coyle	Center	8	16
Mike Korney	Right Wing	8	16
Jack Valiquette	Center	8	16.3
Jordan Weal	Center	8	16.3
Scott Nichol	Center	8	16.3
Mike Ribeiro	Left Wing	8	16.7
Rolf Edberg	Left Wing	8	16.7
Bobby Farnham	Right Wing	8	16.7
Cameron Mann	Right Wing	8	16.7
Jay McClement	Center	8	16.7
Troy Loney	Left Wing	8	16.7
Andrei Loktionov	Center	8	17
Jamie McGinn	Left Wing	8	17
Andy Andreoff	Left Wing	8	17.4
Byron Ritchie	Center	8	17.4
Mark LaVarre	Right Wing	8	17.4
Gord Labossiere	Center	8	17.8
Grigori Panteleev	Left Wing	8	17.8
Martin Lapointe	Right Wing	8	17.8
Peter Douris	Right Wing	8	17.8
Bob Brooke	Right Wing	8	18.2
Justin Papineau	Center	8	18.2
Don Tannahill	Left Wing	8	18.6
Ray Bourque*	Defender	8	18.6
Colton Sissons	Center	8	19
Don Barber	Left Wing	8	19
John Marks	Left Wing	8	19.5
Mike Keane	Right Wing	8	19.5
Steve Kariya	Left Wing	8	19.5
Bobby Schmautz	Right Wing	8	20
Camille Henry	Center	8	20.5
Patrick Maroon	Left Wing	8	20.5
Tommy Williams	Right Wing	8	20.5
Rick Paterson	Right Wing	8	21.1
Andrew Ladd	Left Wing	8	21.1
Steve Larouche	Right Wing	8	21.1
Len Fontaine	Right Wing	8	21.6
Sergio Momesso	Left Wing	8	21.6
Bill Guerin	Right Wing	8	22.2
Greg Paslawski	Right Wing	8	22.2
Mike Corrigan	Left Wing	8	22.2
Doug Shedden	Right Wing	8	22.9
Ken Houston	Right Wing	8	22.9
Kevin Maguire	Center	8	22.9
Dave Christian	Right Wing	8	23.5
Devante Smith-Pelly	Right Wing	8	23.5
John Cullen	Center	8	23.5
Rod Zaine	Center	8	23.5
Steve Christoff	Center	8	23.5
Andre Faust	Left Wing	8	24.2
Dave Bolland	Center	8	24.2
Fernando Pisani	Right Wing	8	25
Jason Williams	Right Wing	8	25
Claude Loiselle	Right Wing	8	26.7
Miroslav Satan	Left Wing	8	27.6
Rob Cimetta	Right Wing	8	28.6
Mike Walton	Center	8	29.6
John McIntyre	Center	8	30.8
Jim Nill	Right Wing	8	36.4
Jan Caloun	Right Wing	8	40
Morgan Rielly	Defender	9	5.4
Colton Parayko	Defender	9	5.5
Johnny Boychuk	Defender	9	5.5
Andy McDonald	Left Wing	9	5.6
Larry Cahan	Defender	9	5.6
Wayne Primeau	Left Wing	9	6.3
Chris Evans	Left Wing	9	6.5
Tom Fitzgerald	Left Wing	9	6.7
Dave Snuggerud	Center	9	7
Bob Woytowich	Defender	9	7.1
Jack Lynch	Defender	9	7.1
Konstantin Koltsov	Right Wing	9	7.3
Dean McAmmond	Center	9	7.4
Alain Caron	Right Wing	9	7.4
Derek Morris	Defender	9	7.5
Olli Maatta	Defender	9	7.6
Philippe Bozon	Center	9	7.6
Boyd Devereaux	Left Wing	9	7.8
Blake Wesley	Defender	9	7.8
Yannick Tremblay	Defender	9	7.8
Ryan McDonagh	Defender	9	8
Mike Kennedy	Right Wing	9	8.1
Bob Hess	Defender	9	8.2
Mark Rycroft	Right Wing	9	8.2
Toby Petersen	Center	9	8.2
Tyler Wright	Right Wing	9	8.3
Alexander Perezhogin	Right Wing	9	8.3
Richard Matvichuk	Defender	9	8.3
Bob Neely	Defender	9	8.4
Claude Laforge	Left Wing	9	8.5
Jared McCann	Center	9	8.5
Darroll Powe	Center	9	8.7
Dunc McCallum	Defender	9	8.7
Joe Szura	Center	9	8.8
Moe Mantha	Defender	9	8.8
Antero Lehtonen	Left Wing	9	8.9
Anthony Beauvillier	Left Wing	9	8.9
Jesse Winchester	Center	9	9
Mark Smith	Center	9	9
Lucien DeBlois	Center	9	9.1
Tomas Plekanec	Left Wing	9	9.1
Henrik Sedin	Left Wing	9	9.2
Jason Demers	Defender	9	9.2
Marc-Edouard Vlasic	Defender	9	9.2
Kelly Miller	Center	9	9.4
Tom Pyatt	Left Wing	9	9.5
Oleg Saprykin	Right Wing	9	9.5
Stefan Persson	Defender	9	9.5
Dan Sexton	Right Wing	9	9.7
Don McKenney	Center	9	9.7
Tony Featherstone	Right Wing	9	9.8
Dick Cherry	Defender	9	9.9
Niklas Sundstrom	Center	9	10
Morris Mott	Right Wing	9	10
Petr Cajanek	Center	9	10
Zach Bogosian	Defender	9	10
Adam Burt	Defender	9	10.1
Marcus Kruger	Center	9	10.1
Reg Thomas	Left Wing	9	10.1
Todd Harvey	Center	9	10.2
Dion Phaneuf	Defender	9	10.2
Brett Clark	Defender	9	10.3
Pavel Vorobiev	Right Wing	9	10.3
Kevin Connauton	Defender	9	10.5
Pierre Lacroix	Defender	9	10.5
Scott Garland	Right Wing	9	10.7
Kevin Lowe	Defender	9	11
Petr Tenkrat	Right Wing	9	11
Brent Burns	Defender	9	11.1
Michael Del Zotto	Defender	9	11.1
Mike Santorelli	Center	9	11.1
Jeff Parker	Right Wing	9	11.5
Maxim Lapierre	Center	9	11.5
Robert Nilsson	Left Wing	9	11.7
Denny Lambert	Left Wing	9	11.8
Riley Nash	Center	9	11.8
Joe Paterson	Left Wing	9	12
Kip Miller	Left Wing	9	12.2
Chris Lindberg	Center	9	12.2
Marko Tuomainen	Right Wing	9	12.2
Curtis Leschyshyn	Defender	9	12.3
Nils Ekman	Left Wing	9	12.5
Juha Ylonen	Center	9	12.5
Bryan McSheffrey	Right Wing	9	12.7
Viktor Stalberg	Left Wing	9	12.7
Bob Manno	Defender	9	12.9
Derek MacKenzie	Center	9	12.9
Elias Lindholm	Center	9	12.9
Tapio Levo	Defender	9	12.9
Petr Schastlivy	Left Wing	9	13.2
Jannik Hansen	Left Wing	9	13.4
Trevor Letowski	Right Wing	9	13.4
Marty McSorley	Right Wing	9	13.6
Harold Phillipoff	Left Wing	9	13.6
Nick Palmieri	Right Wing	9	13.6
Vitali Karamnov	Left Wing	9	13.6
Aaron Broten	Center	9	13.8
Andre Burakovsky	Left Wing	9	13.8
Norm Maciver	Defender	9	13.8
Anthony Stewart	Center	9	14.1
Jimmy Jones	Center	9	14.3
Lucien Grenier	Right Wing	9	14.3
Matt Bradley	Right Wing	9	14.3
Matt Hendricks	Center	9	14.3
David Nemirovsky	Right Wing	9	14.5
Grant Marshall	Right Wing	9	14.5
Vinny Prospal	Center	9	14.8
Chad Kilger	Right Wing	9	15
Jacques Richard	Center	9	15
Guy Larose	Center	9	15
Lindsay Carson	Left Wing	9	15.3
Kent-Erik Andersson	Right Wing	9	15.3
Riley Sheahan	Center	9	15.3
Steve McKenna	Left Wing	9	15.3
Martin Havlat	Left Wing	9	15.8
Garry Galley	Defender	9	15.8
Nick Spaling	Center	9	15.8
Brad May	Left Wing	9	16.1
Jere Gillis	Left Wing	9	16.4
Dmitri Khristich	Center	9	16.7
Andy Spruce	Left Wing	9	16.7
Jerred Smithson	Center	9	16.7
Marc Habscheid	Right Wing	9	16.7
Andreas Athanasiou	Center	9	17
Cory Conacher	Left Wing	9	17
Kevin Maguire	Right Wing	9	17.3
Cam Stewart	Left Wing	9	17.3
Stephen Weiss	Center	9	17.3
Mike Hough	Right Wing	9	17.6
Mike Hudson	Center	9	17.6
Pat Hughes	Right Wing	9	17.6
Roman Cervenka	Center	9	17.6
Mark Napier	Center	9	18
Adam Oates*	Center	9	18.4
Eric Belanger	Center	9	18.4
Gord Sherven	Right Wing	9	18.4
Adam Deadmarsh	Right Wing	9	18.8
Jeff Cowan	Left Wing	9	18.8
John Kordic	Right Wing	9	18.8
Brad Jones	Right Wing	9	19.1
Jody Gage	Right Wing	9	19.1
Aleksey Morozov	Left Wing	9	19.6
Kevin McCarthy	Right Wing	9	19.6
Vladislav Namestnikov	Center	9	19.6
Mark Janssens	Center	9	20
Steve Carlson	Center	9	20
Travis Moen	Left Wing	9	20
Doug Volmar	Right Wing	9	20.9
Frank Banham	Right Wing	9	20.9
Ron Anderson	Right Wing	9	20.9
Billy Carroll	Center	9	21.4
Bob Girard	Left Wing	9	21.4
J.P. Dumont	Right Wing	9	21.4
Shawn Horcoff	Right Wing	9	21.4
Valeri Karpov	Left Wing	9	21.4
Veli-Pekka Ketola	Center	9	21.4
Brent Peterson	Center	9	22
Derek Laxdal	Right Wing	9	22
Robert Lang	Center	9	22
Brad Gassoff	Left Wing	9	22.5
Michel Bergeron	Right Wing	9	22.5
Dan Labraaten	Left Wing	9	23.1
Glen Sharpley	Center	9	23.7
Basil McRae	Left Wing	9	25
Rick Paterson	Center	9	25
Gilbert Perreault*	Center	9	25.7
Peter Mueller	Center	9	25.7
Kari Jalonen	Center	9	28.1
Cam Neely*	Right Wing	9	30
Darcy Rota	Right Wing	9	33.3
Nathan Gerbe	Left Wing	10	4.3
Petr Cajanek	Left Wing	10	6.7
Hampus Lindholm	Defender	10	6.7
Poul Popiel	Defender	10	7.4
Marc Bureau	Right Wing	10	7.6
Sergei Zholtok	Right Wing	10	7.9
Gord Kluzak	Defender	10	8
Cam Fowler	Defender	10	8.1
Claude Provost	Right Wing	10	8.3
Jacob Trouba	Defender	10	8.3
Dan McGillis	Defender	10	8.4
Jay Pandolfo	Right Wing	10	8.6
Cody Ceci	Defender	10	8.6
Frank Vatrano	Center	10	8.6
Bob Brooke	Center	10	8.8
Joel Armia	Right Wing	10	9
Andre Dupont	Defender	10	9.1
Michael Holmqvist	Center	10	9.4
Paul Gagne	Right Wing	10	9.6
Tyler Kennedy	Center	10	9.6
Jean-Yves Roy	Left Wing	10	10
Mike Crombeen	Center	10	10.2
Stacy Roest	Right Wing	10	10.2
Per Svartvadet	Center	10	10.2
Tim Kennedy	Left Wing	10	10.2
Nick Harbaruk	Right Wing	10	10.4
Mathieu Dandenault	Defender	10	10.5
Dan Boyle	Defender	10	10.5
Gaston Gingras	Defender	10	10.5
Herb Raglan	Right Wing	10	10.5
Mike Polich	Center	10	10.6
Jeff Sharples	Defender	10	10.6
Richard Park	Right Wing	10	10.8
Gerry Minor	Center	10	10.8
Marshall Johnston	Defender	10	10.8
Brian Smith	Left Wing	10	10.9
Josef Marha	Center	10	11
Garry Valk	Right Wing	10	11
James Black	Right Wing	10	11.1
Troy Loney	Right Wing	10	11.1
Nicklas Lidstrom*	Defender	10	11.1
Patrice Brisebois	Defender	10	11.4
Thommie Bergman	Defender	10	11.4
Craig Laughlin	Center	10	11.5
Brian Noonan	Center	10	11.5
Jonathan Huberdeau	Left Wing	10	11.6
Lyle Moffat	Left Wing	10	11.6
Matt Martin	Left Wing	10	11.6
Jim Lorentz	Center	10	11.8
Jarkko Ruutu	Right Wing	10	11.8
Brian Willsie	Left Wing	10	11.8
Drew Miller	Left Wing	10	11.8
Mikhail Grigorenko	Center	10	11.8
Tomas Kaberle	Defender	10	11.8
Bob Murray	Defender	10	11.9
Fredrik Sjostrom	Right Wing	10	11.9
Alex Hicks	Center	10	12
Patrick Poulin	Center	10	12.2
Clarke Wilm	Center	10	12.3
Joakim Nordstrom	Left Wing	10	12.3
Mitch Lamoureux	Center	10	12.3
Andrei Markov	Defender	10	12.7
Mason Raymond	Left Wing	10	12.7
Brian Bradley	Right Wing	10	12.8
Josh Green	Left Wing	10	12.8
Lubomir Visnovsky	Defender	10	12.8
Joe Sacco	Right Wing	10	13
Jason Wiemer	Center	10	13.2
Chris Herperger	Left Wing	10	13.2
Ziggy Palffy	Left Wing	10	13.3
Mike Keane	Center	10	13.3
Brian Perry	Center	10	13.3
Jesper Fast	Right Wing	10	13.3
Jordin Tootoo	Right Wing	10	13.3
Brian Lawton	Center	10	13.5
Paul Gaustad	Center	10	13.5
Bobby Butler	Left Wing	10	13.7
Anders Kallur	Center	10	13.9
Ville Nieminen	Right Wing	10	13.9
John Mitchell	Center	10	13.9
Kelly Miller	Right Wing	10	14.3
Dave Moss	Left Wing	10	14.3
Peter Douris	Left Wing	10	14.5
Paul Woods	Center	10	14.7
Brad Tapper	Right Wing	10	14.7
Craig Adams	Right Wing	10	14.7
Al Hangsleben	Defender	10	14.9
Doug Brown	Right Wing	10	14.9
Grant Stevenson	Center	10	14.9
Frank St. Marseille	Right Wing	10	15.2
Nick Holden	Defender	10	15.2
Bob Gainey*	Left Wing	10	15.4
Dave Archibald	Right Wing	10	15.4
Earl Anderson	Right Wing	10	15.4
Andy McDonald	Center	10	15.6
Kirk Bowman	Left Wing	10	15.6
Patrick Kaleta	Right Wing	10	15.6
Ron Stern	Right Wing	10	15.6
Shawn Burr	Left Wing	10	15.6
Bill Lindsay	Left Wing	10	15.9
Pierre Aubry	Center	10	16.1
Bob Manno	Left Wing	10	16.1
Kevin McClelland	Right Wing	10	16.4
John Brenneman	Left Wing	10	16.4
Linden Vey	Right Wing	10	16.4
Taylor Pyatt	Left Wing	10	16.4
Terry Yake	Center	10	16.7
Robert Kron	Right Wing	10	16.7
Scott Pellerin	Left Wing	10	16.7
Vincent Lecavalier	Center	10	16.7
Ian Laperriere	Right Wing	10	16.9
Alex Kovalev	Right Wing	10	16.9
Michael Ryder	Right Wing	10	16.9
Tom Chorske	Left Wing	10	16.9
Trevor Linden	Right Wing	10	16.9
Warren Rychel	Right Wing	10	16.9
Ron Flockhart	Right Wing	10	17.2
Chris Neil	Right Wing	10	17.9
Fred O'Donnell	Right Wing	10	17.9
Lonnie Loach	Left Wing	10	18.2
Stephane Yelle	Center	10	18.2
Zack Kassian	Right Wing	10	18.2
Nick Fotiu	Left Wing	10	18.5
Sandy Moger	Right Wing	10	18.5
Pat Hickey	Right Wing	10	18.9
Gary Sampson	Center	10	18.9
Yvon Corriveau	Left Wing	10	19.2
Gary Rissling	Left Wing	10	19.2
Larry Hopkins	Left Wing	10	19.2
Ramzi Abid	Left Wing	10	19.2
Marty Reasoner	Center	10	19.6
Kelly Miller	Left Wing	10	20
